,title,vote_average,vote_count,popularity
17746,April Love,6.6,5.0,0.310517
17747,Red Meadows,3.0,4.0,0.268068
17748,Shark Night,4.9,134.0,6.062425
17749,Beautiful Lies,5.8,48.0,3.4053050000000002
17750,Contagion,6.2,1351.0,8.244359
17751,We Have a Pope,6.7,109.0,7.235656
17752,Frenchman's Creek,6.2,3.0,0.47687799999999997
17753,Vigilante,7.1,16.0,2.6204560000000003
17754,Sleeping Beauty,5.3,186.0,5.356167
17755,María Candelaria,5.9,7.0,0.45114899999999997
17756,The Maze,4.5,7.0,0.548048
17757,Straw Dogs,5.5,147.0,8.048422
17758,Moneyball,7.0,1409.0,15.785663000000001
17759,William S. Burroughs: A Man Within,6.2,5.0,0.687732
17760,The Appeared,4.8,13.0,0.525407
17761,Felicity,6.8,6.0,1.9669599999999998
17762,The Winning Team,6.0,1.0,0.424595
17763,"Fat, Sick & Nearly Dead",7.1,49.0,2.255345
17764,Higher and Higher,6.0,1.0,0.041727
17765,The House of the Seven Gables,3.5,4.0,0.7273270000000001
17766,Le Havre,6.8,98.0,11.395112
17767,An Unlikely Weapon,0.0,0.0,0.004713
17768,X,5.5,39.0,5.257968
17769,The Milky Way,6.0,1.0,0.04038
17770,Magnificent Warriors,6.3,9.0,0.921075
17771,Zindagi Na Milegi Dobara,7.6,83.0,8.475505
17772,Restless,6.3,156.0,6.140556
17773,Neds,6.7,44.0,3.668167
17774,Cold Fish,6.4,67.0,3.764296
17775,Skeletons,6.3,14.0,1.064684
17776,Phineas and Ferb the Movie: Across the 2nd Dimension,6.6,107.0,5.506221
17777,Follow Me Quietly,5.0,5.0,0.793134
17778,Scott Walker: 30 Century Man,7.0,8.0,0.41513599999999995
17779,Four Nights of a Dreamer,8.0,9.0,0.119379
17780,The Perfume of the Lady in Black,6.3,15.0,0.163995
17781,The Soul of a Man,5.9,5.0,0.228235
17782,God's Comedy,7.5,4.0,0.44005
17783,Nightmare,7.3,15.0,1.957153
17784,Taxi Zum Klo,6.7,11.0,0.9700780000000001
17785,I Am,7.8,5.0,0.768844
17786,My Little Business,6.4,6.0,0.264677
17787,La Maladie de Sachs,6.0,5.0,0.226127
17788,The Witches,5.4,10.0,2.6303900000000002
17789,The Valley,6.0,2.0,1.012805
17790,Point Blank,6.4,141.0,5.5785849999999995
17791,Masti,6.1,14.0,1.084702
17792,O Contador de Histórias,6.9,4.0,0.5711970000000001
17793,Nothing Personal,6.6,19.0,2.045691
17794,Ironclad,6.2,231.0,12.170539999999999
17795,Green Fire,6.0,3.0,0.45473100000000005
17796,Russell Peters: The Green Card Tour,6.7,8.0,0.626616
17797,Some Photos in the City of Sylvia,8.5,2.0,0.203374
17798,Children of the Secret State,6.8,4.0,0.21286300000000002
17799,Pathetic Fallacy,7.0,2.0,0.073521
17800,No Man of Her Own,3.5,2.0,0.101465
17801,Zombie Island Massacre,2.8,5.0,0.6372979999999999
17802,Mr. Thank You,6.9,7.0,0.23568000000000003
17803,Northanger Abbey,6.9,78.0,8.895086000000001
17804,Floods of Fear,6.5,2.0,0.180575
17805,Loser Takes All,8.0,1.0,0.039267
17806,Film Is a Girl & a Gun,7.5,2.0,0.361771
17807,In Vanda's Room,5.0,8.0,0.6772050000000001
17808,De Dominee,6.4,8.0,0.30404000000000003
17809,Black Butterflies,6.0,11.0,0.721192
17810,Sweet Karma,5.1,15.0,2.211321
17811,Bereavement,5.2,46.0,5.319254
17812,A Horrible Way to Die,5.1,27.0,1.2866870000000001
17813,The Last Chance,4.2,5.0,0.771458
17814,Men without Wings,2.5,2.0,0.175553
17815,Children of Glory,7.4,8.0,1.221554
17816,Bulldog Drummond Escapes,6.0,3.0,0.112882
17817,La próxima estación,7.0,2.0,0.095319
17818,The Avengers,7.4,12000.0,89.887648
17819,Taxi!,4.8,5.0,0.683789
17820,Tinker Tailor Soldier Spy,6.6,856.0,7.728737
17821,A Separation,7.8,474.0,7.939625
17822,A Dangerous Method,6.2,589.0,9.865944
17823,Man's Castle,6.0,4.0,0.165581
17824,"Sleep, My Love",5.7,11.0,0.9712270000000001
17825,My Name Is Julia Ross,5.1,12.0,1.088878
17826,The Romantic Englishwoman,5.8,10.0,1.759005
17827,Neecha Nagar,2.5,2.0,0.45693100000000003
17828,Warrior,7.7,1297.0,13.121626000000001
17829,Littlerock,7.0,4.0,0.288557
17830,Sherlock Holmes,5.5,41.0,2.7191970000000003
17831,The Crowd Roars,4.8,5.0,0.809034
17832,Eva,6.9,9.0,1.175325
17833,You're Telling Me!,8.3,2.0,0.085537
17834,Mother Wore Tights,0.0,0.0,0.025641000000000004
17835,The Ides of March,6.5,924.0,6.82647
17836,The Proud and the Beautiful,6.8,2.0,0.143037
17837,Punk in London,7.5,2.0,0.118539
17838,The Star Witness,5.5,4.0,0.856225
17839,The Strip,5.3,2.0,0.088755
17840,Bad Girl,4.7,7.0,0.7351850000000001
17841,Kill List,6.0,214.0,15.014569
17842,Killer Elite,6.1,703.0,8.046632
17843,The Dukes,5.0,1.0,0.334768
17844,Bobby Fischer Against the World,6.9,46.0,2.234857
17845,Badmaash Company,5.6,17.0,1.490661
17846,The Nature of Existence,4.5,2.0,0.08114299999999999
17847,Bellflower,6.4,54.0,7.759376
17848,50/50,7.0,1287.0,11.869481
17849,Clapham Junction,5.2,13.0,1.754729
17850,Warrior of the Lost World,2.3,7.0,0.43225399999999997
17851,Main Street,3.5,17.0,6.713350999999999
17852,Superman and the Mole-Men,5.8,10.0,0.8605280000000001
17853,Rat Pfink a Boo Boo,5.0,1.0,0.195161
17854,The Turin Horse,7.4,65.0,4.340571
17855,Generation P,5.6,17.0,1.537982
17856,Once Upon a Time in Anatolia,7.4,97.0,4.433261
17857,The Artist,7.3,1075.0,11.440947999999999
17858,Someone I Loved,6.0,17.0,2.231405
17859,Housewarming,5.6,9.0,0.599841
17860,Whity,5.3,3.0,0.9890049999999999
17861,I Want Candy,5.2,38.0,7.727661
17862,In jeder Sekunde,6.5,1.0,0.218835
17863,Superheroes,6.7,19.0,1.516749
17864,Me and the Colonel,7.0,5.0,0.764929
17865,Corruption,5.5,8.0,0.9315549999999999
17866,Gigi,6.0,2.0,0.43086
17867,Ornamental Hairpin,6.0,3.0,0.212205
17868,Blinky™,6.7,34.0,1.750012
17869,Play,7.4,20.0,1.720825
17870,"Khrustalyov, My Car!",5.3,8.0,1.164722
17871,Song of the Exile,5.0,1.0,0.0005780000000000001
17872,There Will Be No Leave Today,6.3,3.0,1.239331
17873,The Legend of Suram Fortress,7.0,9.0,0.394304
17874,On the Double,7.5,7.0,1.35869
17875,Here Comes Peter Cottontail,6.8,8.0,1.127039
17876,Don't Change Your Husband,7.0,3.0,0.125202
17877,The Masseurs and a Woman,6.5,9.0,0.637537
17878,Enthiran,6.5,46.0,4.330396
17879,The Trap: What Happened to Our Dream of Freedom,8.3,11.0,0.668038
17880,Animal Love,6.8,4.0,0.44885
17881,Novena,5.0,1.0,0.37221
17882,Rabbit à la Berlin,6.0,1.0,0.608911
17883,Circumstance,7.4,24.0,1.3499709999999998
17884,Slaughter Hotel,5.0,12.0,2.941467
17885,Ticking Clock,4.8,18.0,1.8198029999999998
17886,Ghost from the Machine,3.5,6.0,0.5124350000000001
17887,Reykjavik-Rotterdam,5.8,13.0,1.14599
17888,Wrestling,5.3,4.0,0.424623
17889,White of the Eye,5.7,15.0,3.121105
17890,The Boss,6.6,9.0,0.34865999999999997
17891,Green Chair,6.6,8.0,1.811957
17892,I'm Gonna Explode,8.3,3.0,0.27006399999999997
17893,The Report,7.3,3.0,0.31150100000000003
17894,Five,5.0,1.0,0.053844
17895,A Lizard in a Woman's Skin,7.0,19.0,1.0457370000000001
17896,The Oily Maniac,5.8,7.0,1.618503
17897,Take Shelter,7.1,479.0,5.5968599999999995
17898,Genealogies of a Crime,7.0,2.0,0.690026
17899,The Myth of the American Sleepover,6.4,29.0,9.256321
17900,That Day,4.4,4.0,0.822422
17901,Road to Nowhere,5.0,18.0,1.744659
17902,Zaat,2.1,14.0,0.794203
17903,The Music Never Stopped,7.3,42.0,13.504064999999999
17904,The Experience,6.0,3.0,0.068859
17905,A Wedding Suit,6.5,1.0,0.10710599999999999
17906,Le jeu de la mort,6.8,7.0,0.322974
17907,ABC Africa,4.8,4.0,0.24961
17908,Pigskin Parade,6.0,1.0,0.10884
17909,Songwriter,6.0,1.0,0.038639
17910,First Love,8.5,2.0,0.42781899999999995
17911,I Dream Too Much,3.0,1.0,0.953152
17912,"One Potato, Two Potato",5.3,4.0,0.15139
17913,The Sheep Has Five Legs,5.8,4.0,0.680772
17914,No Rest for the Wicked,5.6,27.0,1.8764599999999998
17915,The Presence,4.3,29.0,2.086145
17916,The Caller,6.0,82.0,5.812898000000001
17917,Small Town Girl,5.8,2.0,0.40924699999999997
17918,Monsieur Vincent,6.4,6.0,0.5070520000000001
17919,The Toast of New Orleans,6.7,3.0,0.108856
17920,Captain Thunder,3.6,7.0,0.892609
17921,The Happiest Days of Your Life,5.9,10.0,0.390579
17922,"I Am Taraneh, I Am Fifteen Years Old",6.5,2.0,0.153677
17923,The Grand Dukes,6.8,7.0,1.222556
17924,Tony Arzenta,5.7,5.0,0.42723
17925,The Living Desert,6.4,5.0,0.553225
17926,Brothers at War,6.0,1.0,0.46078500000000006
17927,Salaam Cinema,6.6,9.0,0.35931
17928,The Happiest Girl in the World,6.7,3.0,0.209044
17929,Examined Life,7.3,4.0,0.624313
17930,Wadd: The Life & Times of John C. Holmes,5.3,3.0,0.294074
17931,Don't Deliver Us from Evil,6.7,20.0,2.935694
17932,Three Outlaw Samurai,7.0,22.0,1.133661
17933,Antonio Gaudí,7.9,7.0,0.27077399999999996
17934,Slumming,6.4,5.0,0.45876999999999996
17935,Real Steel,6.6,2749.0,19.265552
17936,Devil Times Five,4.6,10.0,0.007963
17937,The Dream Catcher,6.7,6.0,0.289621
17938,The Pleasure of Being Robbed,6.3,7.0,0.5453359999999999
17939,Cuckoo in a Dark Forest,0.0,0.0,0.163995
17940,Hotel Pacific,7.0,2.0,1.042247
17941,The Enchanted World of Danny Kaye: The Emperor's New Clothes,0.0,0.0,1e-06
17942,Pinocchio,6.0,1.0,0.05930800000000001
17943,Buck,7.7,15.0,2.564695
17944,Hell,5.7,76.0,4.778934
17945,Exit,5.9,9.0,1.25348
17946,Clara and Me,4.5,4.0,0.29425500000000004
17947,My Joy,6.5,16.0,1.380163
17948,The Overbrook Brothers,0.0,0.0,0.009631
17949,I Am My Films: A Portrait of Werner Herzog,8.0,1.0,0.058491999999999995
17950,Portrait Werner Herzog,7.8,4.0,0.716599
17951,Sokkotanssi,0.0,0.0,0.001194
17952,Pilate and Others,7.0,2.0,0.07122300000000001
17953,The Smiling Madame Beudet,5.9,13.0,0.8336180000000001
17954,Snow,3.7,3.0,0.463261
17955,Father of Invention,5.2,48.0,3.6885160000000003
17956,Quiet Flows the Don,6.1,8.0,1.233161
17957,No Exit,7.5,2.0,0.100017
17958,At Sea,8.0,6.0,0.22870700000000002
17959,House by the River,5.9,15.0,7.267180000000001
17960,The Bullfighters,5.1,7.0,0.389227
17961,The Last Days of Pompeii,4.0,1.0,0.22343600000000002
17962,Catching Hell,6.6,9.0,0.331212
17963,Footloose,6.4,438.0,6.162257
17964,The Thing,6.0,876.0,10.169411
17965,Lemmy,7.5,34.0,2.561829
17966,Beautiful Boy,6.1,29.0,2.114833
17967,The Harvest (La Cosecha),0.0,0.0,0.040737
17968,Tyrannosaur,7.3,124.0,4.548774
17969,Men in the City 2,6.2,31.0,1.7138080000000002
17970,"O-Bi, O-Ba: The End of Civilization",6.4,7.0,0.010331
17971,The Killer Is Loose,7.2,5.0,1.136576
17972,Martha Marcy May Marlene,6.7,278.0,7.665011
17973,We Need to Talk About Kevin,7.4,687.0,5.325574
17974,Tabloid,6.3,44.0,1.6407330000000002
17975,The Old Fashioned Way,4.5,2.0,0.36754899999999996
17976,The River Murders,5.1,27.0,9.097032
17977,Behind Enemy Lines II: Axis of Evil,4.5,31.0,11.063562
17978,Return of Django,7.0,1.0,0.038696
17979,The Three Musketeers,5.6,945.0,6.303466
17980,In Time,6.7,3512.0,10.324613000000001
17981,Oranges and Sunshine,7.3,34.0,5.829953
17982,A Pain in the Ass,5.4,8.0,1.6448169999999998
17983,Brighton Rock,5.6,36.0,2.566211
17984,The League of Gentlemen,7.1,21.0,3.033652
17985,Burning Palms,5.5,22.0,1.165191
17986,Margaret,6.1,86.0,5.113573000000001
17987,Carnage,7.0,760.0,8.844835
17988,Assassination Games,5.9,93.0,11.050266
17989,Margin Call,6.7,531.0,8.340757
17990,Mystics in Bali,6.6,11.0,0.560003
17991,God's Little Acre,6.6,4.0,2.351003
17992,2019: After the Fall of New York,4.5,18.0,1.323491
17993,Alaska: Silence And Solitude,7.2,7.0,0.824483
17994,The Frozen North,6.9,8.0,0.31048600000000004
17995,Out California Way,0.0,0.0,0.22537600000000002
17996,Paranormal Activity 3,5.9,685.0,10.996308
17997,Puncture,6.5,119.0,4.363087
17998,Polisse,7.9,292.0,8.98296
17999,A Little Bit of Heaven,6.2,205.0,7.174869
18000,Year of the Carnivore,6.5,3.0,0.452088
18001,A Perfect Couple,3.5,2.0,0.114628
18002,The War of the Robots,2.5,2.0,0.41033000000000003
18003,Prisoners of the Lost Universe,3.9,13.0,0.839441
18004,Bertsolari,0.0,0.0,0.20186199999999999
18005,Blondie Knows Best,0.0,0.0,0.0019079999999999998
18006,Johnny English Reborn,6.0,1026.0,10.668658
18007,Abduction,5.6,987.0,10.512108999999999
18008,Beginning of the Great Revival,5.1,7.0,1.4137620000000002
18009,This Must Be the Place,6.7,275.0,10.710830999999999
18010,Shame,7.0,897.0,11.72049
18011,La Marseillaise,8.1,4.0,0.150504
18012,Werewolf Woman,5.1,7.0,1.428941
18013,"Love Affair, or the Case of the Missing Switchboard Operator",7.2,10.0,1.022493
18014,11 x 14,7.0,1.0,0.050214999999999996
18015,The True Story of Jesse James,5.3,10.0,1.6268690000000001
18016,One to Another,5.8,12.0,3.074279
18017,American Son,4.4,4.0,1.439634
18018,The Book of Stars,7.0,2.0,0.470596
18019,Directed by John Ford,6.8,9.0,0.353041
18020,TV Junkie,7.5,2.0,1.139701
18021,"Happy, Happy",6.1,14.0,0.5508609999999999
18022,A Screaming Man,5.0,9.0,0.62543
18023,A Cab for Three,6.8,3.0,0.21884499999999998
18024,Unholy,2.8,4.0,0.19533299999999998
18025,Ballad of the Little Soldier,6.9,4.0,0.48058900000000004
18026,May 18,6.4,8.0,0.613963
18027,Nora's Will,7.3,4.0,0.40323600000000004
18028,What's Your Number?,6.2,689.0,6.958086
18029,Dream House,5.8,401.0,9.995617
18030,How to Die in Oregon,7.8,11.0,0.9733229999999999
18031,"Suddenly, Last Winter",0.0,0.0,0.00541
18032,Queen of Blood,5.3,13.0,1.362528
18033,Radioactive Dreams,6.0,7.0,0.317742
18034,Headhunters,7.2,404.0,9.070215
18035,Batman: Year One,7.1,255.0,5.031094
18036,America before Columbus,9.0,1.0,0.043660000000000004
18037,Camouflage,5.0,1.0,0.152146
18038,Pajęczarki,0.0,0.0,0.0
18039,Mulan: Rise of a Warrior,6.9,43.0,2.977779
18040,Campus Radio,0.0,0.0,0.008916
18041,Machine Gun Preacher,6.4,292.0,5.877669999999999
18042,Miss Representation,7.7,19.0,1.2986659999999999
18043,Answer This!,4.8,6.0,0.5971810000000001
18044,The Doll,5.5,2.0,0.08357200000000001
18045,Anonymous,6.3,291.0,13.413895000000002
18046,Mr. Nice,6.0,52.0,2.611337
18047,Hella W,6.3,3.0,0.447029
18048,The Carpenter,5.0,2.0,1e-06
18049,The Veteran,5.8,50.0,2.482198
18050,The Gold of Naples,7.8,14.0,0.9164469999999999
18051,Crashing,4.6,4.0,1.5162879999999999
18052,A Loving Father,4.6,6.0,0.399371
18053,End of the Game,5.7,6.0,0.893905
18054,Gone to Earth,4.8,4.0,0.23006300000000002
18055,Black Cadillac,6.3,18.0,0.687207
18056,Colorado Avenue,2.0,1.0,0.040347
18057,A Sunday in Hell: Paris-Roubaix,6.0,1.0,0.039702999999999995
18058,Doc,6.9,9.0,0.799801
18059,Al Franken - God Spoke,6.8,4.0,0.36483899999999997
18060,Bone,8.3,4.0,0.326243
18061,Hamlet,6.1,7.0,0.873375
18062,"China 9, Liberty 37",0.0,0.0,0.9353950000000001
18063,Tower Heist,5.8,945.0,7.762917
18064,J. Edgar,6.0,766.0,9.529382
18065,Sometimes They Come Back,5.4,60.0,6.789271
18066,The Double,5.8,226.0,5.498819
18067,Cherry Crush,4.3,6.0,1.9355349999999998
18068,WUSA,7.4,4.0,1.038115
18069,The Adventures of Tintin,6.7,2095.0,19.201504
18070,Operation Mad Ball,7.0,1.0,0.962968
18071,The Son of No One,4.8,93.0,11.314303
18072,Undertow,7.4,45.0,2.21023
18073,Starsuckers,6.2,6.0,0.387703
18074,White on Rice,6.4,4.0,0.204236
18075,The Minister,5.7,32.0,2.1366509999999996
18076,The Heroic Ones,6.6,7.0,1.1339139999999999
18077,Tomboy,7.2,181.0,12.892982
18078,Glasses,7.3,10.0,0.650104
18079,See How They Fall,6.0,5.0,0.721287
18080,Actresses,4.0,4.0,1.138369
18081,Cobra Woman,5.8,3.0,0.694724
18082,Pompeii: The Mystery of the People Frozen in Time,4.5,2.0,0.130692
18083,Capricious Summer,6.7,7.0,0.78751
18084,Bandwagon,7.5,2.0,0.07184700000000001
18085,Flower & Garnet,0.0,0.0,0.017603999999999998
18086,Loft,5.9,12.0,0.770476
18087,Lavatory Lovestory,5.9,13.0,0.66476
18088,The Fall of the House of Usher,5.7,3.0,0.071022
18089,Woman Obsessed,6.0,1.0,0.91305
18090,The Heirloom,6.8,4.0,0.214527
18091,George Harrison: Living in the Material World,7.8,39.0,3.117495
18092,Hugo,7.0,2197.0,14.046164000000001
18093,Higher Ground,5.3,14.0,1.137468
18094,Trespass,5.4,333.0,9.540381
18095,Savage Streets,6.5,30.0,1.525307
18096,The Dark House,6.0,11.0,0.9818680000000001
18097,Street Scene,5.7,7.0,0.533219
18098,The Last Real Men,8.0,2.0,0.28084000000000003
18099,Election Day,0.0,0.0,0.080013
18100,Immortals,5.7,898.0,10.363671
18101,Jack and Jill,4.0,619.0,6.620033
18102,Take Out,4.7,3.0,0.48253
18103,Chesty: A Tribute to a Legend,7.0,1.0,0.182035
18104,The People vs. George Lucas,6.2,39.0,2.466945
18105,Mahjong,8.3,3.0,0.9730840000000001
18106,Eerie Tales,6.0,3.0,0.44549300000000003
18107,Progression,4.8,2.0,0.40486300000000003
18108,Rage,4.2,5.0,1.438568
18109,The Devil's Double,6.5,208.0,6.681211
18110,Setup,4.7,150.0,4.850968
18111,House of Tolerance,6.7,60.0,3.604863
18112,Dreileben: Beats Being Dead,9.0,2.0,0.085509
18113,The Deep Blue Sea,5.8,82.0,3.674758
18114,Killer,2.5,2.0,0.105725
18115,My Mother and Her Guest,5.5,2.0,0.076567
18116,11-11-11,4.3,77.0,3.9916099999999997
18117,Into the Abyss,7.2,80.0,3.5511269999999997
18118,"Oslo, August 31st",7.4,73.0,4.993565
18119,Paper Soldier,3.1,6.0,1.096142
18120,The Nada Gang,6.3,4.0,0.5168659999999999
18121,Whatever Lola wants,6.4,10.0,0.483387
18122,Daffy Duck's Movie: Fantastic Island,6.0,12.0,1.437609
18123,Westward Ho,6.0,4.0,0.24697800000000003
18124,The Last Mountain,9.0,2.0,0.07821
18125,Sasha,6.4,8.0,0.91351
18126,I Want to Be a Soldier,6.8,10.0,0.626486
18127,Another Happy Day,6.2,37.0,3.496577
18128,The Big Hangover,0.0,0.0,0.0063939999999999995
18129,Shaolin,6.5,102.0,5.3112449999999995
18130,Fright,6.4,10.0,0.100611
18131,The Story of Mankind,5.4,5.0,0.804527
18132,Wichita,3.9,8.0,0.4542
18133,Wuthering Heights,6.0,75.0,5.276685
18134,From Beyond the Grave,7.1,22.0,4.347358
18135,LennoNYC,7.3,3.0,1.0120719999999999
18136,The River Why,5.7,20.0,1.4217030000000002
18137,Cherry,6.5,33.0,1.6238299999999999
18138,The Bat Man,7.0,11.0,0.9794809999999999
18139,Batman and Robin,6.2,5.0,0.22426100000000002
18140,Bluebeard,6.5,8.0,1.122109
18141,Espion(s),5.9,14.0,2.180653
18142,Good Morning Miss Dove,7.0,3.0,0.398853
18143,The Late George Apley,6.5,2.0,0.408394
18144,Million Dollar Legs,5.0,3.0,0.617058
18145,The Great Flamarion,5.4,7.0,0.886128
18146,The Descendants,6.7,956.0,11.794753
18147,Like Crazy,6.5,386.0,8.002786
18148,The Muppets,6.5,509.0,10.214369
18149,The White Dragon,5.2,9.0,1.00155
18150,The Twilight Saga: Breaking Dawn - Part 1,5.8,2622.0,25.9725
18151,The Circle of Deceit,5.4,4.0,0.978886
18152,Figures in a Landscape,5.4,7.0,0.758901
18153,Barocco,6.0,3.0,0.573299
18154,Blown Away,5.1,17.0,2.260891
18155,War Horse,7.0,1016.0,8.166363
18156,The Rum Diary,5.6,391.0,10.110503999999999
18157,My Week with Marilyn,6.6,418.0,12.203066
18158,Stanley and Livingstone,6.7,6.0,0.48540600000000006
18159,Making Plans for Lena,5.5,11.0,2.372304
18160,The Uninvited,4.0,1.0,0.351875
18161,Moonlight and Cactus,0.0,0.0,0.002313
18162,An Inconvenient Tax,7.0,1.0,0.08480499999999999
18163,Easier with Practice,4.5,4.0,0.48064300000000004
18164,I Was an Adventuress,6.3,2.0,0.075077
18165,Safe in Hell,6.2,9.0,1.308584
18166,Three Days,6.3,13.0,1.014073
18167,À l'aventure,5.0,13.0,3.282339
18168,The Criminal,7.1,7.0,5.197424
18169,The Wedding Director,5.8,9.0,0.906035
18170,Weekend,7.5,164.0,4.727171
18171,Sur,3.7,3.0,0.122466
18172,The Bridge to Nowhere,4.5,7.0,0.993108
18173,The Iron Rose,6.6,16.0,1.318222
18174,Silvestre,5.0,1.0,0.041977999999999994
18175,Echoes of the Rainbow,7.2,20.0,1.867779
18176,Beijing Taxi,0.0,0.0,0.007214
18177,"Lebanon, Pa.",4.9,4.0,0.833131
18178,Hollywood Party,2.3,3.0,0.947216
18179,The Constant Nymph,5.1,4.0,0.432041
18180,Cyclomania,6.5,5.0,0.341369
18181,My Flesh My Blood,5.0,1.0,0.303624
18182,Lifted,7.6,232.0,5.767576999999999
18183,Living Will...,4.7,5.0,0.236172
18184,Singham,7.0,33.0,2.07741
18185,Shanghai,5.9,53.0,7.370332
18186,Milky Way,2.5,2.0,0.074209
18187,The Silence Before Bach,8.3,3.0,0.153329
18188,Chandni Chowk To China,5.3,13.0,1.9704810000000001
18189,Stage Struck,0.0,0.0,0.019673
18190,Faat Kiné,7.5,2.0,0.08158
18191,Hipsters,6.2,25.0,2.587727
18192,Another Cinderella Story,6.2,406.0,7.863792999999999
18193,The Plough and the Stars,5.0,2.0,0.6937770000000001
18194,True Blue,6.5,3.0,0.426634
18195,Bunraku,5.9,111.0,6.475676
18196,The Lonely Passion of Judith Hearne,5.9,7.0,0.8727090000000001
18197,The Little Colonel,6.1,7.0,0.522191
18198,Gantz: Perfect Answer,6.6,50.0,10.298762
18199,Sarah's Key,7.2,200.0,6.0912239999999995
18200,Bigga Than Ben,5.0,4.0,0.167188
18201,The Tree,6.7,36.0,2.2881560000000003
18202,Xtro,5.4,37.0,3.267125
18203,Waiting for Happiness,4.0,7.0,0.35233000000000003
18204,Applause,5.8,5.0,1.031663
18205,The Sitter,5.4,330.0,13.105682
18206,Extremely Loud & Incredibly Close,6.9,726.0,7.82605
18207,Time Bomb,6.1,4.0,1.026753
18208,Hanussen,5.3,6.0,2.510551
18209,The Gruffalo,6.7,53.0,8.575933000000001
18210,Play the Game,5.9,11.0,1.275859
18211,The 12 Dogs of Christmas,4.4,14.0,0.847668
18212,Asterix and the Big Fight,6.5,128.0,6.706328
18213,Asterix Conquers America,6.2,136.0,7.569419
18214,Asterix and the Vikings,6.1,170.0,6.096196
18215,Sing Your Song,7.5,4.0,0.21630700000000003
18216,Rings on Her Fingers,4.5,4.0,0.277579
18217,Rampart,5.3,135.0,5.874878
18218,Happy Feet Two,5.8,381.0,9.141045
18219,Angel,4.8,5.0,0.23401
18220,HealtH,5.3,3.0,0.00243
18221,Amore,7.3,7.0,0.341956
18222,That Cold Day in the Park,6.6,8.0,0.562587
18223,Arthur Christmas,6.7,340.0,8.453796
18224,Miss Bala,6.2,34.0,2.477698
18225,Wind Across the Everglades,7.0,3.0,0.153594
18226,Red Line 7000,4.0,6.0,0.846066
18227,99 and 44/100% Dead,3.0,1.0,0.07852
18228,The Suspect,5.7,5.0,0.724986
18229,12 Days of Terror,5.2,10.0,1.523441
18230,A Midsummer Night's Dream,5.3,2.0,0.922111
18231,Getting to Know You,8.0,1.0,0.330882
18232,Run for Cover,6.8,5.0,0.513931
18233,Accidents Happen,6.2,22.0,6.756741000000001
18234,The Perfect Game,6.3,31.0,1.830829
18235,Elephant White,5.1,67.0,6.459079
18236,Violet & Daisy,6.2,86.0,5.927924
18237,Flypaper,6.2,261.0,8.132748
18238,Bullet to the Head,5.2,490.0,8.26008
18239,The Expendables 2,6.1,2940.0,14.881566000000001
18240,The Snowman,7.5,63.0,7.373338
18241,Sharktopus,4.7,46.0,2.429777
18242,Bathing Beauty,7.0,4.0,0.789574
18243,What Price Glory,5.0,1.0,0.285788
18244,The Hunger Games,6.9,9634.0,20.031667000000002
18245,Blind Justice,6.7,3.0,0.392619
